841040981,108.90,29.37
841132864,109.31,4.47
841162429,110.13,27.80
841185353,110.96,35.85
841210690,111.78,32.44
841236836,112.60,31.43
841257051,113.42,40.66
841282073,114.65,49.27
841307217,115.48,32.69
841335622,115.89,14.47
841374176,116.71,21.32
841396728,117.12,18.22
841426628,117.94,27.49
841526631,117.94," 0.0"
842152339,119.18,47.99
842179207,120.00,30.59
842217963,119.59,-10.60
842248851,118.76,-26.61
842282388,117.94,-24.51
842335939,118.35,7.67
842435941,118.35," 0.0"
842725470,119.18,9.18
842746527,119.59,19.52
842846530,119.59," 0.0"
843233797,120.00,4.71
843255519,120.82,37.84
843278336,122.46,72.04
843299743,123.70,57.59
843399744,123.70," 0.0"
843637691,123.70,0.00
843658329,122.87,-39.82
843685356,121.64,-45.62
843720519,120.41,-35.06
843752013,120.82,13.05
843781521,121.64,27.85
843801682,122.05,20.38
843836791,122.46,11.70
843936792,122.46," 0.0"
844077937,122.87,9.99
844107682,123.70,27.63
844130077,124.52,36.70
844157167,125.34,30.34
844185580,126.57,43.39
844210479,127.81,49.51
844239576,129.04,42.37
844339578,129.04," 0.0"
844722732,129.86,9.88
844745664,131.09,53.76
844765849,133.15,101.80
844788354,135.61,109.56
844811820,138.08,105.08
844832841,140.13,97.75
844857759,142.19,82.46
844882573,143.83,66.24
844906758,145.48,67.97
844934149,147.12,60.01
844954416,147.94,40.55
844975900,149.17,57.38
844996483,150.82,79.86
845017970,152.87,95.63
845038840,155.34,118.15
845059456,157.80,119.60
845081439,160.27,112.16
845103364,162.74,112.46
845124766,165.20,115.21
845145934,167.67,116.48
845169429,170.13,104.95
845193090,172.19,86.84
845214016,173.83,78.55
845235108,175.48,77.93
845262516,177.12,59.98
845288166,177.94,32.04
845388168,177.94," 0.0"
846145578,178.35,7.16
846176453,179.17,26.62
846202867,180.41,46.67
846224742,182.05,75.15
846247868,184.11,88.85
846273179,186.16,81.18
846294581,187.80,76.81
846315322,189.45,79.25
846339401,191.09,68.27
846377516,192.32,32.35
846409429,192.74,12.88
846436070,193.97,46.28
846458555,195.20,54.83
846480114,196.43,57.18
846500915,197.67,59.27
846521228,198.90,60.69
846545769,200.54,66.98
846568199,202.60,91.61
846590408,204.65,92.52
846612531,206.30,74.30
846657843,206.30,0.00
846681946,205.06,-51.15
846702858,202.60,-117.91
846723198,199.31,-161.63
846744411,195.61,-174.35
846764648,191.91,-182.76
846784873,188.21,-182.87
846808261,184.93,-140.57
846845801,184.11,-21.89
846869486,184.93,34.70
846891698,186.16,55.50
846916273,187.80,66.89
846937839,189.45,76.22
846957884,191.09,82.01
846980399,193.15,91.26
847000571,194.79,81.49
847026324,196.43,63.83
847054272,197.67,44.11
847084793,198.49,26.93
847184796,198.49," 0.0"
847277715,198.08,-4.42
847377719,198.08," 0.0"
847600618,198.49,17.95
847624408,199.31,34.55
847645303,200.54,59.00
847668207,202.60,89.71
847688333,205.06,122.51
847709422,207.94,136.41
847731524,210.82,130.15
847753075,213.69,133.48
847774234,216.98,155.38
847794301,220.68,184.31
847815968,225.20,208.63
847837668,229.72,208.32
847860142,233.42,164.57
847882199,235.89,111.79
847905176,237.53,71.54
847928748,238.35,34.87
848028750,238.35," 0.0"
849854538,238.76,15.96
849954541,238.76," 0.0"
850696112,239.17,9.89
850717989,239.58,18.78
850788222,239.99,5.85
850871520,239.58,-4.93
850971523,239.58," 0.0"
851852318,239.99,5.09
851879935,240.41,14.88
851918452,240.82,10.67
852018454,240.82," 0.0"
852210189,241.23,4.48
852310192,241.23," 0.0"
853747256,240.41,-22.20
853776189,239.99,-14.20
853876192,239.99," 0.0"
854037609,239.17,-13.38
