31986141,6.99,0.00
32025277,7.40,10.50
32062432,8.22,22.12
32154078,8.63,4.48
32254080,8.63," 0.0"
33399016,9.04,9.15
33487943,9.45,4.62
33539547,10.27,15.93
33639549,10.27," 0.0"
33785124,10.68,9.02
33885126,10.68," 0.0"
34263922,11.10,5.22
34318922,11.51,7.47
34418923,11.51," 0.0"
34481156,11.92,6.60
34581159,11.92," 0.0"
35213020,11.51,-12.90
35291665,11.10,-5.23
35387737,10.68,-4.28
35417602,10.27,-13.76
35517604,10.27," 0.0"
35885704,10.68,6.04
35985705,10.68," 0.0"
36108499,11.10,18.03
36158466,11.51,8.22
36258469,11.51," 0.0"
37404580,11.51,0.00
37429429,11.92,16.54
37458552,12.33,14.11
37504741,12.74,8.90
37554809,13.15,8.21
37580809,13.56,15.81
37645078,14.38,12.79
37697028,14.79,7.91
37723780,15.21,15.36
37823782,15.21," 0.0"
37903998,15.62,5.12
37930487,16.03,15.51
37967664,16.44,11.05
37992704,16.85,16.41
38058656,17.26,6.23
38114655,17.67,7.34
38161270,18.08,8.82
38259530,18.49,4.18
38319949,18.90,6.80
38358455,19.31,10.67
38419179,19.73,6.77
38504961,20.14,4.79
38539600,20.55,11.86
38567535,20.96,14.71
38596084,21.78,28.79
38620530,23.01,50.43
38641402,25.07,98.45
38666143,27.53,99.66
38690409,29.18,67.74
38711638,30.41,58.07
38731683,31.64,61.50
38759177,33.29,59.79
38781353,34.52,55.59
38802633,35.34,38.62
38857552,36.16,14.97
38887234,36.99,27.69
38922392,38.22,35.07
38989761,37.81,-6.10
39089762,37.81," 0.0"
39250200,37.40,-6.80
39350201,37.40," 0.0"
39450093,36.99,-4.11
39550095,36.99," 0.0"
39702002,36.57,-7.92
39802004,36.57," 0.0"
39987802,36.99,4.79
40087806,36.99," 0.0"
40284556,37.40,4.25
40384558,37.40," 0.0"
41443394,36.99,-6.99
41536698,36.57,-4.40
41598361,36.16,-6.66
41671205,35.75,-5.64
41697542,35.34,-15.60
41771305,34.93,-5.57
41819542,34.52,-8.52
41901981,34.93,4.98
41972043,35.34,5.87
42072045,35.34," 0.0"
42101958,35.75,13.74
42137678,36.16,11.50
42170095,36.57,12.68
42212157,36.99,9.77
42232418,37.40,20.28
42332420,37.40," 0.0"
43508872,36.99,-5.38
43535021,37.40,15.72
43576202,37.81,9.98
43676204,37.81," 0.0"
43701979,38.22,15.94
43735117,38.63,12.40
43835120,38.63," 0.0"
43890218,38.22,-7.46
43990221,38.22," 0.0"
44117672,37.81,-14.97
44217675,37.81," 0.0"
44798947,38.22,5.06
44837331,38.63,10.71
44937334,38.63," 0.0"
45078907,39.04,9.89
45178909,39.04," 0.0"
88577124,39.45,4.23
88677125,39.45," 0.0"
